split_source,source_row_id,review_text,review_text_clean
train,3303,This magazine has nothing to offer healthy happy teenagers  It is a disgusting magazine.  Boring .,This magazine has nothing to offer healthy happy teenagers It is a disgusting magazine. Boring .
train,3305,"They regularly run articles promoting, normalizing and facetiously advising on abortion for teenagers.  Not something I will EVER let a daughter read.","They regularly run articles promoting, normalizing and facetiously advising on abortion for teenagers. Not something I will EVER let a daughter read."
train,3308,"Bought for a 14 year old - she doesnt care for the mag. at all.  Too many ads, and fashion that is not realistic for young teens - cost and modesty too.","Bought for a 14 year old - she doesnt care for the mag. at all. Too many ads, and fashion that is not realistic for young teens - cost and modesty too."
train,3311,Would not recommend!  Very dissappointed in the magazine. I cancelled It.  It is all product advertisement. Good if you are looking for product choices.,Would not recommend! Very dissappointed in the magazine. I cancelled It. It is all product advertisement. Good if you are looking for product choices.
train,3323,"i renewed thinking it was extending my current issue, instead, i am getting duplicate issues. not happy with it.i probably will let my subscriptions  expire.","i renewed thinking it was extending my current issue, instead, i am getting duplicate issues. not happy with it.i probably will let my subscriptions expire."
train,3328,"I haven't receive any issues yet, though I've been looking. What's up ?  You are getting a bit pushy and confusing  se ya","I haven't receive any issues yet, though I've been looking. What's up ? You are getting a bit pushy and confusing se ya"
train,3332,Just received my first issue...earlier than expected...enjoy this magazine much!  I like reading issues from a man's point of view.,Just received my first issue...earlier than expected...enjoy this magazine much! I like reading issues from a man's point of view.
train,3334,Way too many ads.  Made it difficult to find articles.  Super heady cologne ads for men's fragrances stayed on hands and clothes.  Found one good article.,Way too many ads. Made it difficult to find articles. Super heady cologne ads for men's fragrances stayed on hands and clothes. Found one good article.
train,3340,I have been billed but don't have the magazine on my Android tablet yet.  they are trying to help me.,I have been billed but don't have the magazine on my Android tablet yet. they are trying to help me.
train,3344,"come on TIME magazine...i want to subscribe...but i have a kindle fire!  Available on all other types of kindles,,,how come not the fire?","come on TIME magazine...i want to subscribe...but i have a kindle fire! Available on all other types of kindles,,,how come not the fire?"
train,3345,And this periodical is thin on content.  A half dozen items and that's it.  Now if I can just figure out how to cancel before the 14 days is up.,And this periodical is thin on content. A half dozen items and that's it. Now if I can just figure out how to cancel before the 14 days is up.
train,3347,"No pictures (some present), awkward table of content.  In all, very unpleasant to read in Kindle format.","No pictures (some present), awkward table of content. In all, very unpleasant to read in Kindle format."
train,3350,Didn't even after complaint  put entire address on label so my son only got 1.thanks for wasting my money,Didn't even after complaint put entire address on label so my son only got 1.thanks for wasting my money
train,3352,My husband loves this magazine.  He can't wait for it to arrive every month.  It is the first thing he reads when a new one comes in the mail.,My husband loves this magazine. He can't wait for it to arrive every month. It is the first thing he reads when a new one comes in the mail.
train,3358,Tired of depressing news all the time?  Then this is for you.  Fresh new ideas and inventions.  I love it.  Something positive about our future.,Tired of depressing news all the time? Then this is for you. Fresh new ideas and inventions. I love it. Something positive about our future.
train,3362,Love having a subscription to this beautifully made and inspiring magazine.  There are tons of recipes and decorating ideas.,Love having a subscription to this beautifully made and inspiring magazine. There are tons of recipes and decorating ideas.
train,3366,"Very much enjoyed our first issue of Tea Time. Some great ideas for enjoying tea ourselves and
sharing a ""Tea party"" with some folks at the nursing home.","Very much enjoyed our first issue of Tea Time. Some great ideas for enjoying tea ourselves and sharing a ""Tea party"" with some folks at the nursing home."
train,3368,i love this magazine.  I especially love all of the recipes in it.  I enjoy it every month.  I highly suggest it,i love this magazine. I especially love all of the recipes in it. I enjoy it every month. I highly suggest it
train,3374,Not sure as I have yet to receive a copy.  It is very hard to fairly judge a magazine or anything for that matter when not one magazine has arrived.,Not sure as I have yet to receive a copy. It is very hard to fairly judge a magazine or anything for that matter when not one magazine has arrived.
train,3375,"I tried contacting them about no magazine being rceived, but there was no response.  They never sent me anything, They just kept my money.  Bob Benson","I tried contacting them about no magazine being rceived, but there was no response. They never sent me anything, They just kept my money. Bob Benson"
train,3379,thought i was purchasing people magazine.  nothing but advertizing,thought i was purchasing people magazine. nothing but advertizing
train,3387,"I was looking forward to this magazine.  However, it is well past the date I was given for delivery and I still have not received it.","I was looking forward to this magazine. However, it is well past the date I was given for delivery and I still have not received it."
train,3388,I would love to review this as requested but I have not received the magazine.  It was ordered 11/30/09.  Today is 2/1/10.  Should I not have received the first magazine by now?,I would love to review this as requested but I have not received the magazine. It was ordered 11/30/09. Today is 2/1/10. Should I not have received the first magazine by now?
train,3391,High priced for a very thin paper flyer in my opinion.  This is not a bound magazine like a regular National Geographic is so I was a bit disappointed since the price is higher.,High priced for a very thin paper flyer in my opinion. This is not a bound magazine like a regular National Geographic is so I was a bit disappointed since the price is higher.
train,3393,My granddaughter loves all of these National Geographic Little Kids books!!  I have them all!!  They are so colorful and informative!!  Love Love Love them!!!,My granddaughter loves all of these National Geographic Little Kids books!! I have them all!! They are so colorful and informative!! Love Love Love them!!!
train,3395,My 3-year old grandson LOVED it.  He brought it to pre-school to read to his class at share time. Yeah! Its exactly what a Grammy wanted.,My 3-year old grandson LOVED it. He brought it to pre-school to read to his class at share time. Yeah! Its exactly what a Grammy wanted.
train,3396,Purchased for grand kids.  They love it !  That makes me happy.,Purchased for grand kids. They love it ! That makes me happy.
train,3397,Just right for kids from K-2.  Perfect size for a child to hold and flip through the pages of the magazine.  Great information and reading development.  Highly recommend.,Just right for kids from K-2. Perfect size for a child to hold and flip through the pages of the magazine. Great information and reading development. Highly recommend.
train,3400,A great motivator for pre-schoolers and he loved receiving his own mail.  My grandson was doing book reports on the articles at 3 years old.,A great motivator for pre-schoolers and he loved receiving his own mail. My grandson was doing book reports on the articles at 3 years old.
train,3403,the nation is probably one of the poorist publications i have read to date.  do not waste your time on this .,the nation is probably one of the poorist publications i have read to date. do not waste your time on this .
train,3408,"The Nation publishes well-written carefully thought-out articles about subjects one has a
responsibility to know more about. They are committed.",The Nation publishes well-written carefully thought-out articles about subjects one has a responsibility to know more about. They are committed.
train,3414,My all time favorite.  Best articles  good variety.,My all time favorite. Best articles good variety.
train,3419,Reader's Digest has always a good magazine with relevant material.  It still is today and the Kindle version is just as good.  Very clean design.,Reader's Digest has always a good magazine with relevant material. It still is today and the Kindle version is just as good. Very clean design.
train,3420,I love it!  Just how I remember it from my younger years. Entertaining and informative and heartwarming stories. One of my favorites of all time!,I love it! Just how I remember it from my younger years. Entertaining and informative and heartwarming stories. One of my favorites of all time!
train,3423,I guess that I thought Readers Digest would follow page by page the published magazine and it didn't.  I found it hard to read and understand the format.,I guess that I thought Readers Digest would follow page by page the published magazine and it didn't. I found it hard to read and understand the format.
train,3426,Why is a hard copy subscription $10/year and the e version 1.50/month.  Seems backwards to me. Shouldn't the e version be less expensive.  No mailing etc.,Why is a hard copy subscription $10/year and the e version 1.50/month. Seems backwards to me. Shouldn't the e version be less expensive. No mailing etc.
train,3427,"I have a subscription for the Digest, but for some strange reason, I have yet to receive January 2010.  I am not happy about this.","I have a subscription for the Digest, but for some strange reason, I have yet to receive January 2010. I am not happy about this."
train,3431,"I renewed a subscription for someone on your ""renew site"" and now the magazine comes to me instead of the gift recipient.  Not good.","I renewed a subscription for someone on your ""renew site"" and now the magazine comes to me instead of the gift recipient. Not good."
train,3433,I was not impressed with the magazine and deleted it from my kindle.  It gave me no new info.....,I was not impressed with the magazine and deleted it from my kindle. It gave me no new info.....
train,3434,"very good source for a beginning beader! articles are clear and easy to understand, would recommed  this magazine to friends","very good source for a beginning beader! articles are clear and easy to understand, would recommed this magazine to friends"
train,3436,Didn't like this.  It was dated and the patterns were old.  It felt like it was something from the 80's.  Not for me.,Didn't like this. It was dated and the patterns were old. It felt like it was something from the 80's. Not for me.
train,3438,Absolute best magazine available today.  I eagerly await each issue.,Absolute best magazine available today. I eagerly await each issue.
train,3443,One of my favorite magazines.  I'm trying to move to digital editions of my best-loved magazines because the paper ones have piled up.,One of my favorite magazines. I'm trying to move to digital editions of my best-loved magazines because the paper ones have piled up.
train,3449,Not a very good magazine.  It is obvious why they don't have advertisers.  Who would advertise in a magazine this boring.,Not a very good magazine. It is obvious why they don't have advertisers. Who would advertise in a magazine this boring.
train,3451,Best motorcycle magazine.  Objective and truthful source of information about all things motorcycle.,Best motorcycle magazine. Objective and truthful source of information about all things motorcycle.
train,3454,"Best motorcycle magazine.  Best reviews, consistent criteria, no advertising revenues.","Best motorcycle magazine. Best reviews, consistent criteria, no advertising revenues."
train,3456,This is a great magazine if you love motorcycles.  Articles are interesting and very educational.  I have been receiving this magazine for 9 years and enjoy every issue.,This is a great magazine if you love motorcycles. Articles are interesting and very educational. I have been receiving this magazine for 9 years and enjoy every issue.
train,3461,"This magazine is so beautiful and sumptuous, I find myself wanting to jump into the pages and taking up residence.
Big A++","This magazine is so beautiful and sumptuous, I find myself wanting to jump into the pages and taking up residence. Big A++"
train,3462,"This is one of my favorite decorating magazines! There are always interesting articles
and great inspiration for designing your home.
Enjoy!",This is one of my favorite decorating magazines! There are always interesting articles and great inspiration for designing your home. Enjoy!
train,3468,I love this magazine.  I read it cover to cover as soon as it comes.  The ideas are inspiring and the how-to directions easy to follow.  Definitely a keeper,I love this magazine. I read it cover to cover as soon as it comes. The ideas are inspiring and the how-to directions easy to follow. Definitely a keeper
train,3478,"My absolute favorite magazine.  The articles are helpful, relevant and short.  I always read it the minute it comes because the front always intrigues me.","My absolute favorite magazine. The articles are helpful, relevant and short. I always read it the minute it comes because the front always intrigues me."
train,3482,Did not tell me up front that it was an automatic renewal.  Not pleased!!!,Did not tell me up front that it was an automatic renewal. Not pleased!!!
train,3484,"This was a great Magazine when  a couple years ago.  Now the coupons are practically worthless and when the subscription expires, it won't be renewed.","This was a great Magazine when a couple years ago. Now the coupons are practically worthless and when the subscription expires, it won't be renewed."
train,3486,"This is the best magazine for women.  Love that it has informative articles, great tips and tons of coupons. Can't wait to receive my next magazine.  A great magazine for women.","This is the best magazine for women. Love that it has informative articles, great tips and tons of coupons. Can't wait to receive my next magazine. A great magazine for women."
train,3489,"The articles were boring and most of the coupons were not for things I would buy.  At 20 bucks, it is a waste of my money.","The articles were boring and most of the coupons were not for things I would buy. At 20 bucks, it is a waste of my money."
train,3492,"I just love this magazine!!
Great Coupons, helpful cleaning/organizing tips & great recipes!!
This is one of the good ones out there!","I just love this magazine!! Great Coupons, helpful cleaning/organizing tips & great recipes!! This is one of the good ones out there!"
train,3495,"With a busy schedule, I really enjoy the articles because they are short but informative and interesting.  I also enjoy all of the recipes they offer.","With a busy schedule, I really enjoy the articles because they are short but informative and interesting. I also enjoy all of the recipes they offer."
train,3496,I like the magazine I looked at my daughters several times and decided to order it for myself.  Thanks for printing it,I like the magazine I looked at my daughters several times and decided to order it for myself. Thanks for printing it
train,3498,This magazine is worth every penney with the great money saving tips and large selection of coupons in it.  It is the best magazine a woman can purchase!,This magazine is worth every penney with the great money saving tips and large selection of coupons in it. It is the best magazine a woman can purchase!
train,3499,"All You magazine is packed with savings deals and is totally worth the money.  It took a while to arrive, but I'm happy for the assortment of savings that I've found inside!","All You magazine is packed with savings deals and is totally worth the money. It took a while to arrive, but I'm happy for the assortment of savings that I've found inside!"
train,3500,I have yet to receive my first issue!  When does this come?  I hope I get it at all......,I have yet to receive my first issue! When does this come? I hope I get it at all......
train,3505,how wonderful not to go out in ice and snow this winter for my daily newspaper.  i love my kindle!,how wonderful not to go out in ice and snow this winter for my daily newspaper. i love my kindle!
train,3506,He says no torture for isis but then advocates for torture of republican reps women and children.  The very definition of fake news.  Amazon should delist,He says no torture for isis but then advocates for torture of republican reps women and children. The very definition of fake news. Amazon should delist
train,3507,Sucks  for libtards only,Sucks for libtards only
train,3509,"A compilation of opinions,  Very wordy with not so many facts.","A compilation of opinions, Very wordy with not so many facts."
train,3518,I've read similar issue articles in other publications.  Very disappointed that writer's opinion is forefront and central to the articles throughout the magazine.,I've read similar issue articles in other publications. Very disappointed that writer's opinion is forefront and central to the articles throughout the magazine.
train,3519,"I'm a Newsweek fan however, the photography is blurry and detracts from the articles,  dumped this before they could send me another free one.","I'm a Newsweek fan however, the photography is blurry and detracts from the articles, dumped this before they could send me another free one."
train,3520,The 14-day free trial seemed so easy until I realized that unsubscribing is a secret not told on the Kindle.  Am I doomed to receive this abreviated Newsweek forever?,The 14-day free trial seemed so easy until I realized that unsubscribing is a secret not told on the Kindle. Am I doomed to receive this abreviated Newsweek forever?
train,3521,"I have never received a single issue and nobody has solved my problem in the 9 months I have had my ""subscription"" with them.  Just save your money and avoid it.","I have never received a single issue and nobody has solved my problem in the 9 months I have had my ""subscription"" with them. Just save your money and avoid it."
train,3522,This is my 11 year old son's favorite magazine.  HE reads it cover to cover when it arrives and keeps it for review.  Love the extras (posters) that come sometimes too.,This is my 11 year old son's favorite magazine. HE reads it cover to cover when it arrives and keeps it for review. Love the extras (posters) that come sometimes too.
train,3532,excellent business and economics magazine with little political bias.  In depth articles and has helped me to understand investing well.,excellent business and economics magazine with little political bias. In depth articles and has helped me to understand investing well.
train,3536,"Just developed an interest in yoga, and found this as a source.  Easy explanation of everything!","Just developed an interest in yoga, and found this as a source. Easy explanation of everything!"
train,3539,It seems like I'm missing the  January issue... i like yoga journal kindle version but want to receive what I paid for.,It seems like I'm missing the January issue... i like yoga journal kindle version but want to receive what I paid for.
train,3541,A lot of advertising pages fee real content ,A lot of advertising pages fee real content
train,3545,Bought this for my daughter as she teaches yoga.  She loves the magazine.  Great ideas and helpful hints.,Bought this for my daughter as she teaches yoga. She loves the magazine. Great ideas and helpful hints.
train,3549,"Very happy to be receiving Yoga Journal again!  It's always an excellent inspiration for me to try new poses and get back on my mat.

Michele",Very happy to be receiving Yoga Journal again! It's always an excellent inspiration for me to try new poses and get back on my mat. Michele
train,3550,"Great value.  New practices, fantastic and well written articles that help me live my life mindfully. Learn more about your practice.","Great value. New practices, fantastic and well written articles that help me live my life mindfully. Learn more about your practice."
train,3555,My favorite periodical.  Beats the heck out of American versions.  Lots of content; little comparative advertising.  I look forward to it every time.  Worth the bucks.,My favorite periodical. Beats the heck out of American versions. Lots of content; little comparative advertising. I look forward to it every time. Worth the bucks.
train,3562,"WOW!!!!  You have a REAL WINNER HERE.  Perfect for the at home gourmet.  Wonderful, what took you so long.

GinGer - Hendersonville, North Carolina","WOW!!!! You have a REAL WINNER HERE. Perfect for the at home gourmet. Wonderful, what took you so long. GinGer - Hendersonville, North Carolina"
train,3564,Great price through Amazon!  Love Food Network magazine!,Great price through Amazon! Love Food Network magazine!
train,3569,"My subscription was automatically renewed, when I asked for a refund, I was given part back and now have a balance on my account.  I wanted all of it refunded.","My subscription was automatically renewed, when I asked for a refund, I was given part back and now have a balance on my account. I wanted all of it refunded."
train,3581,Just started a diet.  Would like to cancel this subscripton.,Just started a diet. Would like to cancel this subscripton.
train,3582,Very informative.  Love it!,Very informative. Love it!
train,3588,I  loved all the fantastic recipes!,I loved all the fantastic recipes!
train,3591,I love all the options to change my regular thanksgiving dinner!  It is laid out so it is very easy to read and the photographs of the food are beautiful,I love all the options to change my regular thanksgiving dinner! It is laid out so it is very easy to read and the photographs of the food are beautiful
train,3597,"My favorite subscription!  I love the 50 variations of a recipe booklet.
I love opening my mailbox to find this magazine waiting for me!",My favorite subscription! I love the 50 variations of a recipe booklet. I love opening my mailbox to find this magazine waiting for me!
train,3599,Love it.  One of my favorite magazines.,Love it. One of my favorite magazines.
train,3601,"If you like to cook, this is the only magazine you will need.  It is packed full of recipes.","If you like to cook, this is the only magazine you will need. It is packed full of recipes."
train,3604,I love the magazine  the person I bought the magazine for loves reading it.... just a great gift Idea....,I love the magazine the person I bought the magazine for loves reading it.... just a great gift Idea....
train,3606,First of all' I love Food Network and I look forward to the show all the time..  So I love this magazine.,First of all' I love Food Network and I look forward to the show all the time.. So I love this magazine.
train,3607,"Love this magazine.  I have tried several recipes from Food Network Magazine.  It's a great magazine, great ideas and the food is so good.","Love this magazine. I have tried several recipes from Food Network Magazine. It's a great magazine, great ideas and the food is so good."
train,3609,"I love this magazine so much! It makes me happy to see it in my mailbox each month.
I will get it every year!",I love this magazine so much! It makes me happy to see it in my mailbox each month. I will get it every year!
train,3610,Ordered this magazine for my daughter for Christmas. Always enjoyed this magazine when I would buy in  the store . Easy to order on line and have sent.,Ordered this magazine for my daughter for Christmas. Always enjoyed this magazine when I would buy in the store . Easy to order on line and have sent.
train,3611,"This was a gift for my husband.  He says it has more excellent recipes, good photography, and excellent design. He's VERY happy!","This was a gift for my husband. He says it has more excellent recipes, good photography, and excellent design. He's VERY happy!"
train,3612,not what I was hoping for at least this issue.  Too many ads and lifestyle articles.  It didn't have enough recipes,not what I was hoping for at least this issue. Too many ads and lifestyle articles. It didn't have enough recipes
train,3613,What a fun magazine to receive every month!  I love the recipes that are included each month and reading about the TV personalities who prepared them.,What a fun magazine to receive every month! I love the recipes that are included each month and reading about the TV personalities who prepared them.
train,3615,Awesome recipes with easy instructions and good pictures.  I can't wait to get this every month in my mailbox!!  Great addition to the food channel.,Awesome recipes with easy instructions and good pictures. I can't wait to get this every month in my mailbox!! Great addition to the food channel.
train,3616,I loved how thick the magazine was.  There are also lots of really useful articles.  This will help me cook a lot more dinners.,I loved how thick the magazine was. There are also lots of really useful articles. This will help me cook a lot more dinners.
train,3617,"Excellent magazine
Starting using the recipes as soon as I got it.
Fun to read and try all the ideas of cooking!!!!",Excellent magazine Starting using the recipes as soon as I got it. Fun to read and try all the ideas of cooking!!!!
train,3619,"Love this magazine!  The recipes are awesome.
This price was the best deal I've paid compared to past subscription Thanks!",Love this magazine! The recipes are awesome. This price was the best deal I've paid compared to past subscription Thanks!
train,3620,When I read this magazine I am always putting tabs on various recipes I will try.  I love this magazine!,When I read this magazine I am always putting tabs on various recipes I will try. I love this magazine!
train,3624,Love all the tips and new things to fix. Enjoy learning how the stars cook and do things.  All the recipes will keep me busy :),Love all the tips and new things to fix. Enjoy learning how the stars cook and do things. All the recipes will keep me busy :)
train,3625,"This is one of the best food magazines we have seen.
We look forward to every issue and save them for valuable recipes
and cooking instructions.",This is one of the best food magazines we have seen. We look forward to every issue and save them for valuable recipes and cooking instructions.
train,3626,"My favorite magazine now digital. Couldn't be happier. I have it on my kindle fire and it is flawless. Looks great,  easy to read!","My favorite magazine now digital. Couldn't be happier. I have it on my kindle fire and it is flawless. Looks great, easy to read!"
train,3628,"This magazine makes a great gift for friends and family.  They will be sure to love it.  If you are a perfectionist, I would recommend Cook's Illustrated magazine... it's awesome!","This magazine makes a great gift for friends and family. They will be sure to love it. If you are a perfectionist, I would recommend Cook's Illustrated magazine... it's awesome!"
train,3629,"If you like watching Food Network, you'll love this mazagine!  Great recipes and tips from your favorite Food Network stars!","If you like watching Food Network, you'll love this mazagine! Great recipes and tips from your favorite Food Network stars!"
train,3630,"IF YOU ENJOY COOKING AND BAKING AS I DO, YOU WILL LOVE
THE FOOD NETWORK MAGAZINE, I AM SO ADDICTED THAT I
REVIEW IT ON TV ALSO.","IF YOU ENJOY COOKING AND BAKING AS I DO, YOU WILL LOVE THE FOOD NETWORK MAGAZINE, I AM SO ADDICTED THAT I REVIEW IT ON TV ALSO."
train,3636,"Lots of flashy pictures, mostly ads, you have to wade through MANY pages of full-page ads before you find anything useful.  Very sorry I subscribed.","Lots of flashy pictures, mostly ads, you have to wade through MANY pages of full-page ads before you find anything useful. Very sorry I subscribed."
train,3638,"love, love, love this subscription!  usually, i tear out just a few recipes in cooking magazines.  not this one!  every page is full of great tips and recipes.","love, love, love this subscription! usually, i tear out just a few recipes in cooking magazines. not this one! every page is full of great tips and recipes."
train,3642,"I don't see why it wouldn't be, since it is available for all the other Kindles.  I'm sorry, but an app doesn't cut it.  I want it in my newsstand, please.","I don't see why it wouldn't be, since it is available for all the other Kindles. I'm sorry, but an app doesn't cut it. I want it in my newsstand, please."
train,3643,"What a waste..it did not reach my Kindle and I find no way to disput this issue.

Never again!",What a waste..it did not reach my Kindle and I find no way to disput this issue. Never again!
train,3646,In the current issue there is on Kindle no mention of the author of the cover review essay.  Vexing.  It is high time the ole TLS get its Kindle version up to snuff.,In the current issue there is on Kindle no mention of the author of the cover review essay. Vexing. It is high time the ole TLS get its Kindle version up to snuff.
train,3649,As a certified dog trainer I wouldn't be without a subscription to Dog and Cat Fancy.  Awesome information each month.,As a certified dog trainer I wouldn't be without a subscription to Dog and Cat Fancy. Awesome information each month.
train,3652,"I found this story disturbing, rather than entertaining.  I haven't read others in this magazine, so I don't know how it compares.","I found this story disturbing, rather than entertaining. I haven't read others in this magazine, so I don't know how it compares."
train,3653,My favorite cooking magazine!  I've had a subscription for years!,My favorite cooking magazine! I've had a subscription for years!
train,3655,I have subscribed to this magazine for years. Now I ordered it on kindle.  Recipes are always exceptional.,I have subscribed to this magazine for years. Now I ordered it on kindle. Recipes are always exceptional.
train,3661,"This is the best way to get any magazine; especially my favorite ""Reader Digest Large Print"".  This is a sure winner for ""mom-mom eyes)!","This is the best way to get any magazine; especially my favorite ""Reader Digest Large Print"". This is a sure winner for ""mom-mom eyes)!"
train,3662,I ordered a gift subscription of the large print Reader's Digest for a family member at Christmas time.  The magazine started arriving without delay and the recipient loves it.,I ordered a gift subscription of the large print Reader's Digest for a family member at Christmas time. The magazine started arriving without delay and the recipient loves it.
train,3663,took a while to begin receiving at my dad's.  watch the end date - they automatically renew unless you tell them not to.,took a while to begin receiving at my dad's. watch the end date - they automatically renew unless you tell them not to.
train,3664,F- is how I rate the Readers Digest review.  I never requested and one year renewal!  I am not going to pay for the one year auto renewal as I never authorized it!,F- is how I rate the Readers Digest review. I never requested and one year renewal! I am not going to pay for the one year auto renewal as I never authorized it!
train,3665,I have not received this magazine yet.  I ordered it June 17.  I can't believe it takes so long to start receiving it.,I have not received this magazine yet. I ordered it June 17. I can't believe it takes so long to start receiving it.
train,3668,"got this for a friend.  its awful.  AND really hard to cancel.  don't get this magazine.  covers look flashy, but mostly adverts and articles are lame.","got this for a friend. its awful. AND really hard to cancel. don't get this magazine. covers look flashy, but mostly adverts and articles are lame."
train,3669,Why don't they just call it the NEW WORLD ORDER magazine.  I cant believe anything in this mag.  Makes me sick.,Why don't they just call it the NEW WORLD ORDER magazine. I cant believe anything in this mag. Makes me sick.
train,3670,I did not request or want to renew.  You just did it on your own.  I should not have to pay for it,I did not request or want to renew. You just did it on your own. I should not have to pay for it
train,3671,I only got 2 of the 6 magazine that I was supposed to get.  Unreliable!,I only got 2 of the 6 magazine that I was supposed to get. Unreliable!
train,3673,Trying to collect a full set.  Love this magazine!,Trying to collect a full set. Love this magazine!
train,3674,Great book.  Will continue to get it!!!!!!!  The best satire magazine ever written.  Great service for a continued great time reading.,Great book. Will continue to get it!!!!!!! The best satire magazine ever written. Great service for a continued great time reading.
train,3680,I ordered on 11/2/10 and just checked the status because I haven't received it yet.  It won't be delivered until 3/2/11. That is 4 months.  That is is ridiculous!,I ordered on 11/2/10 and just checked the status because I haven't received it yet. It won't be delivered until 3/2/11. That is 4 months. That is is ridiculous!
train,3684,I thought this would be more gluten free and/or paleo.  I cancelled this after the first reading.,I thought this would be more gluten free and/or paleo. I cancelled this after the first reading.
train,3688,"I just received my first edition of the magazine. I am verypleased with it. It is written in Spanish but that is  my
primary language. I look forward getting future editions.",I just received my first edition of the magazine. I am verypleased with it. It is written in Spanish but that is my primary language. I look forward getting future editions.
train,3691,Love this magazine!  Has great ideas and is definitely a must for people who love Shabby Chic!  Would definitely recommend.,Love this magazine! Has great ideas and is definitely a must for people who love Shabby Chic! Would definitely recommend.
train,3692,Did not care for the stories and some of the paragraphs and punctuations were incorrect.  Just not my type of reading.,Did not care for the stories and some of the paragraphs and punctuations were incorrect. Just not my type of reading.
train,3693,"An interesting concept--all sorts of stories.  Some are fun to read and some are strange, but I rather like the idea.","An interesting concept--all sorts of stories. Some are fun to read and some are strange, but I rather like the idea."
train,3695,"I don't know how this got on my device, but it is.  I didn't order it (at least not intentionally).  I want my money back.  Kindle has been removed from my phone.","I don't know how this got on my device, but it is. I didn't order it (at least not intentionally). I want my money back. Kindle has been removed from my phone."
train,3699,Not received.  Hard to review. :-(,Not received. Hard to review. :-(
train,3700,Educational and fun.  Awesome magazine.  So glad to have found it for my Kindle.  Now ill never miss another issue!,Educational and fun. Awesome magazine. So glad to have found it for my Kindle. Now ill never miss another issue!
train,3702,Great magazine! Every time I read it I learn something new while enjoying the topics presented.  Will definitely renew my subscription.,Great magazine! Every time I read it I learn something new while enjoying the topics presented. Will definitely renew my subscription.
train,3706,"I love this magazine!  With the beautiful photography, and inspiring, positive articles, this is perfect for nature and animal lovers.","I love this magazine! With the beautiful photography, and inspiring, positive articles, this is perfect for nature and animal lovers."
train,3713,If you're interested in birds and flowers this is the magazine for you.  It is excellent.,If you're interested in birds and flowers this is the magazine for you. It is excellent.
train,3716,Love my birds...and this book is always filled with beautiful photos and information! Former subscriber who just  had to come back!,Love my birds...and this book is always filled with beautiful photos and information! Former subscriber who just had to come back!
train,3719,The rest of the magazine leaves a lot to be desired.  Not too much interesting stuff.  It is poorly written and not interesting.,The rest of the magazine leaves a lot to be desired. Not too much interesting stuff. It is poorly written and not interesting.
train,3720,I love this magazine subscription and the price was right!  The recipes are quick and yummy!,I love this magazine subscription and the price was right! The recipes are quick and yummy!
train,3727,"Best magazines ever. Pass onto my sister, my step-mom, and then to a nursing home.
I read every story!","Best magazines ever. Pass onto my sister, my step-mom, and then to a nursing home. I read every story!"
train,3728,I had not realized the format was uneditted write-ins.  I would have preferred articles by professionals.,I had not realized the format was uneditted write-ins. I would have preferred articles by professionals.
train,3729,Don't like the changes since Reader's Digest bought them.  Too many ads - not enough articles.  Will not renew.,Don't like the changes since Reader's Digest bought them. Too many ads - not enough articles. Will not renew.
train,3733,"This magazine is awesome, especially for us ""BABY  BOOMERS"". I read it cover to cover.","This magazine is awesome, especially for us ""BABY BOOMERS"". I read it cover to cover."
train,3734,I buy this every year for my mother and she absolutely LOVES it.  She keeps every issue so she can look back through them often.,I buy this every year for my mother and she absolutely LOVES it. She keeps every issue so she can look back through them often.
train,3735,"Magazine not what I thought it would be, nor should be. Cannot be easily read  on the Fire. Better luck next time.","Magazine not what I thought it would be, nor should be. Cannot be easily read on the Fire. Better luck next time."
train,3737,The photos in this magazine are amazing and the stories great.  I was amazed by the quality and can't wait for the next issue.,The photos in this magazine are amazing and the stories great. I was amazed by the quality and can't wait for the next issue.
train,3739,i haven't receieved it yet. -my account says it was shipped jan 9 it must be coming by dogsled!  m. carter,i haven't receieved it yet. -my account says it was shipped jan 9 it must be coming by dogsled! m. carter
train,3745,"This magazine is not helpful as far as giving you picture taking articles as much as it is advertising new cameras and equipment.
It is just not what I was hoping for.",This magazine is not helpful as far as giving you picture taking articles as much as it is advertising new cameras and equipment. It is just not what I was hoping for.
train,3754,I only wish I had read this magazine before I bought the app.  The recipes are not what I had hoped and are too complicated for the average cook.,I only wish I had read this magazine before I bought the app. The recipes are not what I had hoped and are too complicated for the average cook.
train,3758,It is a wonder4ful daily memitation on the Mass readings for the day.  A wonderful way to start your day!!,It is a wonder4ful daily memitation on the Mass readings for the day. A wonderful way to start your day!!
train,3762,I love this daily mass and meditations ..... Starts the day off  right  with the Lord !!,I love this daily mass and meditations ..... Starts the day off right with the Lord !!
train,3765,Very unhappy.  Unable to transmit to my Kindle.  Your service agent's solution to the situation was to cancel the subscription and issue a refund.,Very unhappy. Unable to transmit to my Kindle. Your service agent's solution to the situation was to cancel the subscription and issue a refund.
train,3774,It was just what I was looking for. Will use it every day.  Very inspiring.  Wonderful for Advent and beyond.,It was just what I was looking for. Will use it every day. Very inspiring. Wonderful for Advent and beyond.
train,3778,I am still waiting for my first issue to arrive so at this time I can't review.  Was told it could take up to 12 weeks to start...apparently that's true.,I am still waiting for my first issue to arrive so at this time I can't review. Was told it could take up to 12 weeks to start...apparently that's true.
