review_text,label
To many pictures.  Not enough articles,positive
It's just a typical scandal sheet.  Only believe half of what you read and question the other half.,positive
Best one of all. Get it every week...,positive
Did not download onto my kindle. Was very disappointed,negative
"It's Star, what do you expect? Trashy, cheesey, guilty, pleasure. It has pictures and words.  Better than sitting waiting for the doctor with nothing to read.",negative
"Come on, i use to enjoy your mag sooo much. Now its BIG pics, fashion & no info about the Stars, or pardon me, u do hav captions..why?",negative
"was boring, nothing much to the magazine, very few pages and no news about celebrities that I hadn't heard before.",negative
It's too expensive.  There is less content and more ads than ever before.  It seems there are even  less pages than before.,positive
"Never received full order. Received a couple months - stopped. I called then got a couple more issues and stopped. More trouble than it's worth
Made me hate the magazine too",negative
"It was a decent magazine before the editor replacement. Now it is a bad clone of Vogue and Elle, and liberal-biased.",negative
Purchased this fluffy junk for my wife. She sort of glanced at it. Not much content...lots of advertisments. Not worththe 5 bucks.,positive
"90% of marketing of thing nobody will ever wear, I wish I could cancel it",negative
I do not like the new layout/format.,negative
"Been a subscriber for many years.  Love this magazine!  Everything from fashion, to home decor, to interesting interviews.",positive
To have the option of viewing Inc. in both versions is an economical convenience for me.,positive
This magazine is the boring version of Fast Company.,positive
"wow, is this difficult to interact with. Unlike other mags, bookmarking is a 3 step process and is really imprecise.",positive
Great rate on a great magazine.,positive
Great mag and articles!!!!,positive
love everything about this magazine,positive
What a deal!,positive
"A good magazine. Good articles, celebrity beauty tips, etc.",positive
Excellent service and I would  use again.,positive
Love this magazine. Keep me in the loop on business and up and comers. Great relevant content in the business world.,positive
"I love Inc and Entrepreneur, and getting the print and electronic version is fantastic! I plan to keep the subscription active for a long time.",positive
Another great magazine for wife.,positive
$5 for a years subscription to one of my favorite magazines. It came in like two weeks. Very pleased.,positive
Will not download. Crashes everytime I try to open it and can't figure out how to cancel subsciption before they charge me.,positive
Takes a llllloooonnnngggg time to load. Ridiculously long.,negative
"The advertisements are beautiful, but over 500 pages of then seem excessive.",negative
Not much to read here; tons of ads.  ( geared to 21 year olds with trust funds) I'd  never order it again!,negative
If you like InStyle magazine paper edition it's the same on the Kindle. Great fashion articles and other interesting topics that wouldn't appear in a fashion magazine.,positive
"Not worth the price. There are other magazines that offer fashion, style and health tips that are much better at doing it.",negative
"I chose to order my subscriptions through Amazon so the auto-renewal would mean that I didn't miss an issue. Well, I missed February. Never got my issue and I'm annoyed.",negative
I have been reading Instyle for ages and keep loving it. It's a great fashion/beauty magazine without all the extra trash most other magazines have in them.,positive
I had placed an order early January of this year and still am waiting anxiously to receive my first issue; it's already March!,negative
"More than a month and I'm still waiting to receive it!
How can I rate this magazin since I have not seen it!",negative
"I typically like this magazine a lot. I purchased my subscription over a month ago, so I'm just annoyed that I haven't received my first issue yet.",positive
I would be able to review this better if I actually receive the magazine!  Haven't seen it yet???!!!,positive
"I have not received even one issue yet, what seems to be the problem?????? I am giving no stars whatsoever, and I demand an explanation!",negative
"I've been reading  ""Foreign Affairs"" journal for decades. It is the best collection of timely essays. Period.",positive
The best Journal for understanding International Relations,positive
One of the most exciting magazines in the world!,positive
"I have bought and read this publication for 38 years,  it's a must read. Excellent, exceptional and the kindle version is phenomenal.",positive
The volume I read basically mentioned only technology aspects which I didn't like. It's not of my interest. I thought it was more political.,negative
"I just cancelled my subscription because of the lack of archive access.  I enjoy the magazine itself, but the lack of the archive access is a deal killer for me.",negative
This is a great magazine for anyone who loves their lab and treats them as an equal member of the family.,positive
It's really just all fluff nonsense.,negative
My wife loves this.,positive
Eh. Just fallow their Facebook page. It's the same articles but free.,negative
Best magazine ever!!,negative
"Awesome mag for us ""nerds"" out there. A random mix of interesting facts and topics.",positive
Love this magazine! Short informative articles that stimulate the mind! I share my issues with a friend. Great gift idea if you have a science nerd on your giving list!,positive
"Completely mindless, has no real content, is just a stupid waste of time. I'm cancelling my subscription. Useless waste of paindper",negative
"I gave this magazine a try, but it just is not for me. It's one of those magazines that entertain you for about 10 minutes per issue. The content is just...off.",negative
I've had multiple subscriptions to Mental_floss and highly recommend it. If you are a trivia buff you must get this magazine.,positive
i love this magazine! i learn something new every month. so many interesting subjects. if you like trivia and want to continue learning ... read one issue. you'll be hooked.,positive
This is my favorite magazine by far.  It is full of witty articles and interesting facts.  I love Mental Floss!,positive
Well written articles and excellent photos.,positive
One of my favorite mags....,positive
"This has to be one of the best magazines out there.

I just received my first issue in October..........and I can't seem to put it down. Very entertaining!",positive
Wonderful magazine for the aspiring back-yard astronomer or anyone interested in what is going on in our universe.  I am very pleased with the publication.,positive
absolutely - love it  -- we are able to see all the latest activity in our beautiful universe. Thank You,positive
"Orders space and telescope on 12-19
promised 4-6 week delivery
now promised in mid-march
what bs",negative
Its Scientific American -- wonderful magazine.  I look forward to its arrival every month.,positive
"we love our scientific american. best magazine ever, and I love that I am made aware of when my subscription is coming to an end so I know when to renew.",positive
"One of the premier general science publications in the USA. It provides timely, reliable articles by practicing scientists along with fascinating and often humorous tidbits.",positive
I BOUGHT THIS FOR MY HUSBAND FOR FATHER'S DAY AND HE LOVES IT.  I ALSO READ SOME ARTICLES IN THE MAGAZINE AND AM VERY IMPRESSED.,positive
"As usually  ""Scientific American""  contains handful of contemporary excellent materials written by professionals of highest rank.
I love this magazine. Tolaola",positive
I have waited 35 days to receive my first issue - it still has not come.,negative
My husband can't wait for this magazine to arrive. It never fails he will quote or read articles to me that he finds extra interesting.,positive
I cannot provide a good review for this purchase because as of today I have not received it yet.  Still waiting..........,negative
How can I rate this magazine if I have not receive it yet nor on my kindle as it states (print + Kindle),positive
Very good information.  I love a good bourbon not and then.  A good source to find just the right one for my taste.,positive
We have been getting this mag for some time now and have learned so much that we did the Bourbon Tour in KY this may.  Learn and enjoy this very special very American beverage!,positive
"Really expensive magazine and not much to it. It's pretty thin and usually has a few articles that I save, but for the most part I was disappointed.",negative
best ever,positive
"Just wasn't my taste.  If I lived in NYC, I probably would relate to this magazine much better.",negative
I love this magazine forever and forever and have been a subscriber for many years,positive
"Best crossword puzzle anywhere.  Adam Platt, Restaurant reviewer always makes me hungry.  Nice in-depth journalism and lots of fun, frivolous stuff too",positive
"the best magazine out there in my opinion! great eclectic topics. great writing, i love it. i actually keep up with weekly reading (unlike the new yorker). great social media too.",positive
The magazine has turned into worthless garbage. It automatically renewed and when I discovered that fact I tried to cancel to no avail.,positive
I have been subscibing for over 30 years now and Amazon offers the absolutely best rates.  Extending an exiting subscription couldn't be easier or more reasonable.,positive
"Ordered NY Magazine 5 weeks ago.  Still haven't gotten my first issue.  Tick, tock.",positive
"I received the first copy in less than 2 weeks, much earlier than expected! Love it!",positive
Awesome !!!!!,positive
Wife loves it.,positive
I'm very disappointed. I really like the magazine but have only received the first issue (July/Aug).  I'd like to know what happened to the rest of my subscription.,positive
I never ordered this!!!!,negative
This magazine is a catalog of ads and not much more.,negative
A magazine full of advertisements. Hardly any decorating inspiration or photos. Would not recommend.,negative
Way too much advertising. Will not renew.,positive
"Mostly beautiful ads, very little content.",positive
Worthless magazine.  Don't waste your money or time.,negative
I absolutely love this magazine!  Great decorating ideas!!!!,positive
the best shelter magazine,positive
"Have been getting Veranda for about 10 years.  I am a decorator and have loved almost every issue.  I have saved them and reread them often.
This is the best magazine !",positive
"It is my favorite decor magazine.  I want many houses, creating the variety of  ambiance that I see in Veranda.",positive
Inspiring!,positive
"I love this magazine and always will. Great ideas, picture and articles.",positive
My favorite decor magazine...and it never fails to impress!,positive
I got this subscription for my wife so she could glean ideas from it for her business in interior design and furniture remodeling.,positive
This magazine had too many ads and not enough content.  I was not inspired and I thought it was pricy.,positive
"I did not renew it..can get at a better price elsewhere
Has been a nightmare!!
Finally got it removed from account",negative
"nothing but advertising--thought it would be more like Country Living, which I love to receive each month, or Southern Living.",negative
This is a first rate publication.  Veranda features classic homes that are actually liveable.  One of thre finest magazines around!,positive
"Aaah, Porsche Excellence! What else can I say? I love this magazine. I always look forward to it and I'm never disappointed!",positive
Great magazine dedicated to Corvettes of all years.  Well written articles and technically sound columns. I look forward to each issue.,positive
"This magazine should be considered a ""must read"" by every Corvette enthusiast. Very well written with great photography.....",positive
I'm super happy with my purchase! Thank you so much! Super fast shipping,positive
The few things I actually liked in this magazine did not warrant the expense. I would not purchase again. There are many blogs that cover the same topics in a much better way.,negative
I love this magazine. It's definitely a must read for feminists. It's one of the few women's magazines I still can sit and read cover to cover.,positive
"This was a rip off. The cover showed the flip or flop couple with headline ""liars.""  I ended up getting Matt Lauer on the cover. Wish I could get a refund.",negative
"i love the price that i got it for, and my wife likes even more that she has a magazine to read over the weekend.",positive
Ranks right up there with National Inquirer.,negative
Awesome magazine.  Wish we had Life Time Fitness in my town.,positive
"Shouldn't have put that woman on the cover, enough said.",negative
Lack of science.,negative
promotes ignorance through fear-mongering,negative
"Got it for two years; a horrible mix of perfectly sound exercise advice with mind bogglingly premature or incorrect advice based on ""science"". Horrible fear based editorial voice.",negative
The best source for health!,positive
Featuring a fearmonger and her unsubstantiated claims shows just how credible this publication is.  Supermarket tabloids are less expensive and no less reliable.,negative
This mag doesn't do its research.  Just saying something doesn't mean it is right.  Its that simple.,negative
"Putting the ""Food Babe"" on your cover kills any credibility you may have had. You're helping contribute to ignorance.",negative
"Nope, nope, nope. Propagating fear!",negative
This magazine surrendered its last vestiges of credibility when choosing to peddle snake oil and promote the charlatan Food Babe.  Shameful.,negative
"Pseudoscience bs, really? Get some real academics and scientists to talk about our food.",negative
It's insulting to bank of the ignorance of the public by passing off pseudoscience as actual information.,negative
A magazine which propagates half-truths and full lies is not what our world needs.,negative
"I'd rather not read a magazine that features a fearmonger and self-appointed ""food investigator"" on its cover.

Enough said: [...]",negative
"This magazine spreads dangerous, false, and unscientific information. It is deeply rooted in conspiracy theory and promotes food elitism.",negative
"Putting a well know uneducated fear monger (Food Babe) on the cover and then claiming that everyone that was vocally opposed to it must have been paid to do so, yeah I think not.",negative
"Be careful, this magazine has misleading information and is basically a front for advertising overpriced and unproven products touted as the cure-all they are not.",negative
"Clearly, a magazine that would give credence to a liar, fraud, and ""organic"" shill like Vani Hari, is not a magazine that aims to bring any truth or knowledge to its readers.",negative
all gimmick and hype with your cover girl vani hari.,negative
Quack science meets cheesy health magazine format.,negative
"You had a highlight/Cover piece on food babe.
With that said how can anyone take what's in your mag seriously.",negative
Promotes psuedo-science and other fear mongering garbage,negative
"Disappointed to see ""Food Babe"" on the cover.",negative
Way too expensive! I only get sixty cents a post as a shill for Big Pharma/Starbucks. I can't afford this!,negative
First magazine I received...pictures were all dull and depressing. Hoping there will be more color in future issues.,positive
"I love it on my iPad, and I also receive the paper copy for my husband.
All for one great price.",positive
Probably won't renew.  Too much $$ for too little helpful info.  Lots of ads.  And one or 2 artists high-lighted.  HOLLEY,positive
I love this magazine! !!,positive
"This is the best publication around, for book lovers of all genres.",positive
I just received my first issue recently and I was a bit disappointed because it didn't have any interesting books.  I'm hoping the next issue is better.,positive
"This is by far the best cooking magazine I have used...the recipes are easy, healthy, and most of all delicious.",positive
First issue of my subscription arrived within 3 weeks of ordering online. Also liked the fact I could find a 6 month subscription for under $22. Very impressed!,positive
Got the sub for $5. The best part was the swimsuit issue. Stop being a political rag and stick to the sports. I canceled my sub after CP got the award.,positive
"Not a magazine, a leaflet which recommends web articles",negative
son has gathered these in his room and hasn't looked at one. Wont buy again,positive
"Read the sport every week,details you never find the local papers.",positive
Great price immediate delivery,positive
Best sports magazine.,positive
The writing is horrendous.  The bias is evident.  Not what it was when it was in its prime.,negative
Awful. Receiving SI for kids. Not as advertised. I don't have children. It goes straight into the garbage.,negative
I signed up as a gift for my husband. The two that we received are the Kids version.,negative
awesome deal,positive
"got it for a year for 5 bucks, if it was 6 bucks....probably not",positive
The quality of the magazine is poor at best. The images are blurry and really thin paper. Horrible,negative
Only received three issues .,negative
Articles have gotten worse over the years. Can toss half the articles due to boring writers.,positive
"it was a gift to my brother, I know he enjoys the magazine a lot.",positive
"Quality of writing has slipped badly. Should be an alternative to digital media, not a stylistic clone",positive
SI ha gone downhill and is not very good!,negative
I have received the magazine many years. Love it especially during football.  :). Very good rate from Amazon.,positive
Sports illustrated cannot get to my Kindle without my renewing my subscription.....their is no easy way to get to the page that allows you to list your subscription.,negative
best sports mag....ever....the pictures tell the story...then they tell a story too!,positive
Pound for pound the best writing in the biz,positive
too complicated!!!! I am going to discontinue it.,negative
"After subscribing for 30 years, I recently cancelled.  The too often focus on politically correct items, while becoming lite in the sports coverage, both became tiring.",negative
Won't open on my Kindle. Won't download even after I entered the code. Good luck to anyone else. Subscription ends soon anyways,negative
This is the best gift that I could give my oh so sports minded nephew each and every year on his birthday!  Thank you!,positive
When they switched from the old app I can't access any of the back issues I  was saving. Go back to the old app or fix this one.,negative
"a great buy and great service. Have purchased this for several years and they help me when I need to correct my mistakes in ordering.
Highly recommend",positive
Sent as a gift to grandson and son. They look forward to every edition!  Happy with the choice I made.,positive
I remember when this magazine actually had substance.  There is not much to it and most of what there is advertising.,positive
"Got a year subscription for cheap.

First issue arrives and it has a total of 50 pages and 25 are adds. Where is the content?

Go figure.

T",positive
I like it very much I got my first issue way before I was suppose to get it. I was surprised it came so early,positive
I have been a subscriber for 45+ years and it is still the best in its genre.,positive
Took months to receive the first issue. I remember this magazine been more scientific and informative but now is almost like every other women's health magazine. Will not renew.,positive
I would like to write a review but the product has not shown up on my kindle. Where did you send it?,positive
"I love this magazine. It has so much information in it, and it's great to see the work others are doing.",positive
Best journal for pastel artists,positive
I hate to think I paid for something I did not get. But I am a newbie at my Kindle. Perhaps you have suggestions.,negative
"Not that great, not a lot of information or content.",positive
Buy this magazine without hesitation.  Has wonderful articles from a spiritual and holistic perspective.  Thank you so much for creating such a creative magazine.,positive
"Love this magazine, been reading for a long time.",positive
My daughter in Seattle always wants this every year. I renew each year for her. She just loves the Magazine,positive
I absolutely LOVE this magazine! Every issue is great!,positive
"I love this magazine.  It is full of ideas and inspires me to be creative every time I open it.  So many different ideas, then you get to shop!!",positive
"love having it on my kindle....
so easy to read...
this is a great magazine to have for ideas to decorate with.",positive
Extremely well written articles that span a great deal of the theological spectrum while still remaining true to orthodox thought.  A pleasure to read.,positive
I hve not recieved a single issue of the magazine yet. I would like to get the magazine or havey money refunded.,negative
I subscribed for a year. I think I recieved a total of two copies and am now recieving notices to renew my subscription. NOT !!!!,negative
I still haven't received this item. I paid the subscription fees back in the middle of December and haven't even seen 1 copy. I do not recommend this product. Buyer beware.,positive
Remember to go into your profile and UNclick the auto renewal after the purchase. Ain't worth it above that cost by the by~,positive
"The reviews are objective.

The feature articles not as strong.

Hey, bring back the swimsuit issues!!",positive
"Considering I ordered this back in February and it the end of march now and I still don't even have one issue, I am not happy.",positive
"Just got my first issue, and I love it! It prints about all if my favorite bands, and through it I discovered more! Highly recommend!",positive
"Ap magazine is my absolute favorite on discovering everything new in the music world. If you love music, you'll love this!",positive
Love USA Today,positive
Love the paper but managing the subscription has been a nightmare.  Probably won't renew again.,negative
Great News Paper.,positive
The papers were delivered 2 dos after publication.  Best to go directly through the publisher and get it delivered same day.,negative
The subscription of USA Today newspaper took over a month to start.  This is way tooo long to wait for a newspaper.,negative
This has been one of the most helpful magazines re ADD/ADHD issues that I have come across. Would encourage anyone who is touched by this issue to subscribe.,positive
"whether you have a kid, spouse or you have ADD yourself, lots of good information that you can use right away.",positive
As time goes on I am finding the articles less and less engaging. I'm no longer excited to get my magazine.,positive
Love this magazine. But I ordered this and on the receipt realized it will take FOUR MONTHS for this magazine to show up. Ridiculous. Too lazy to cancel the order.,negative
Too thin. Too many adverts. Didn't learn much. Wasn't really interesting. Just read Suzuki.,positive
"this is absolutely my favorite magazine of all time.  if you want a magazine that caters to the lowest common denominator, readsomething else.",positive
"I never received this order. I received an email stating they were cancelling it and I will receive a refund for the gift certificate, but never received it",negative
Best truck magazine I've read.,positive
best truck mag ever has test's how to 's and tech info!! Love the new gear up and coming new rides.preowned rides and new accessories,positive
"This is a awesome magazine for learning about the greatest up-and-coming rock bands.  It has great articles and is over-all very, very rad!!  ROCK ON DECIBAL!!!",positive
NOT AGE APPROPRIATE FOR 13 yr old.,positive
I just love this mag,positive
"This is my favorite magazine. They have the best workouts, advice and meal plans. I love the inspiration this magazine gives me!",positive
Enjoyed it!!!,positive
wonderful magazine!,positive
I love Cook's Country.  I've made many of the recipes and they are reliable and excellent.  This is one of my go-to cooking resources.  Kudos!,positive
"I love the magazine. I watch the show whenever I can. So many great recipes, helpful tips. I would recommend this magazine to anyone.",positive
I love the explanations so simply written.  Pictures help greatly with the how to do part of recipes.  Great assortment of cooking tips!,positive
Cancelled my subscription before the 30 day free trial ended. This magazine did not hold my interest. Also found it a little difficult to read on my Fire.,negative
"This magazine does not contain simple country recipes that I would cook.  It is too ""uptown"".  I have asked this magazine to cancel my subscription but so far have had no success.",negative
There are simply better country cookbooks available.  This one offers nothing new to a country cook with modest experience.,negative
AS AN RC PLANE FANATIC THIS MAG IS THE BEST OUT THERE. IT'S WORTH EVERY CENT!,positive
"i hate this magazine.  it always comes late, if at all.  i don't have any problems with the other magazines i subscribe to.  buyer beware!",negative
I am disappointed that the magazine comes so late by mail - almost one week from the time you can buy it in the supermarket.,positive
Auto renewal is a hidden charge! Would not purchase this product again!,negative
Pain in the ass to read this on a Kindle - and if signed for 30 day free trial. Good Luck finding a link to actually cancel it.,negative
This is an opinion magazine full of largely unreferenced wordy statements and conclusions.,negative
Their app has been multiple charging our accounts. And then it is difficult to get a refund. Must fix it this century - right?,negative
"I'm disappointed  that I can not view the Economist on my PC and phone, instead of just on the Kindle.",positive
"Economost provides well informed, factual information that broadens ones knowledge on global politics and markets.",positive
I love receiving my weekly issue.,positive
Not compatible with a Microsoft phone!,negative
The best magazine there is. Period.,positive
Horrible beyond description. Bad customer service and declining quality of articles as well. I will walk away,negative
The navigation features are archaic. You should be able to view the different sections and their content more easily.  The android app is much better in that regard.,positive
The top quality research and best business language!,positive
My neice and her husband really appreciated receiving this for Christmas.,positive
Disappointed that the online subscription was not included,positive
One of the best magazine for world news.,positive
Ridiculous that paying for the online edition doesn't get you access to the Kindle version as well,negative
this price is too high.  the paper magazine gives same content for less. kindle jacks up the price. what a scam!,negative
I love this periodical,positive
Simply the best!,positive
"Unfortunately, did not see that this offer does not include both paper and digital.",positive
"The Economist is the best single periodical for keeping up with current events across politics, international affairs, science, economics and more.",positive
"I bought it on August, but it still not send to me. Can you send me soon and I have homework about it!",positive
You are better-off getting print and on-line subscription and then access it in your Kindle. The kindle economist is quite skinny.,negative
"too expensive, especially if taking into concideration the print student subscription... sorry amazon, but ill rather read the economist in print, for approx 30% lower price...",negative
the packaging of the mag is broad and the price is high. i typically read two articles per issue. pls think about four dollars per mo,negative
Through academic subscription I can get the print copy delivered for $75. This quoted price for an electronic version is outrageous.,negative
I was excited to learn the Economist was on the Kindle but there are no archived issues?  I only wanted LAST week's issue and can't even access it.  That's frustrating.,negative
I am not subscribing to the economist on Kindle because of the poor comments of the other customers.,negative
The Kindle subscription price for this publication is absurd ($35 annually more expensive than the print version),negative
"Too expensive.  I just retired and I can not afford it any more.
V.S., Congers, NY",negative
"Well, perhaps the The Economist audience was the wrong population of reader upon which to attempt extortion?",negative
"It's a shame that the Economist, and probably to a lesser degree Amazon, are trying to gouge their customers after they've spent so much time and energy building goodwill.",negative
"I was looking forward to the Kindle version of the Economist, but this is too expensive for an electronic version.",negative
Liberal Bias Junk....,negative
Not interesting. Too many subjects that are irrelevant.,negative
Excellent price for subscription. Recipient was pleased.,positive
I didn't really like the magazine that much.  I found it full of advertisements.,positive
DIDNT LIKE,positive
Oprahs usual trash...,negative
Love It! Love her! So grateful to have this magazine in my life. It's a gem!!!,positive
"All of a relevant information at this time are inside , love love",positive
for $5 subscription a year. AMAZING!,positive
"I like it because the vaiarity of  subjects and I admire Oprah a lot and the last page  What I know for sure, is my favorit one and what I read it first.",positive
Love Oprah!!!!,positive
Great magazine.  My company also enjoys the articles.,positive
Not my fav,positive
Love my O magazine subscription!,positive
"I love O, The Oprah Magazine.  Subscriber to hard copy for years. Trying the kindle version is a treat,",positive
I am tired of her political one sided garbage...it used to be a nice magazine but now not so much..,negative
"Oprah, what can I say.  Nothing is as laughable as someone who believes they are way smarter than they are.  Lots of advertising, very little usable content.",negative
"I WAS SURPRISED, TO MUCH ADVERTISING, VERY LITTLE CONTENT FOR AN OPRAH MAG.......LOVE OPRAH STILL,BUT NOT MAGAZINE....",positive
You could not pay me to buy this horrible magazine again.,negative
I absolutely adore Oprah...I always love to read her What She knows for Sure on the last page of her magazine.,positive
I currently have an Oprah magazine subscription but I'm unable to get the free Kindle edition.,negative
I love everything about this magazine. Best birthday present ever.,positive
Will not buy.  Too many adds.  To elites.  Down home girl here.,negative
Don't like,negative
Bias and anti white,negative
Why would I want to read something from the most popular bigot on the earth?,negative
It just seems like a lot of ads and not much else.  It seems I liked it better when I read it years ago.,negative
They make it VERY HARD TO CANCLE my subscription!  I was on the computer about an hour before I could get a phone  number!!,negative
Not a fan.  Lots of make up and style tips.  I was hoping for substance.,negative
Never managed to download the magazine,negative
The reason why I gave this a one star cause it  can't work on my Alcatel one touch fierce xl phone,negative
Do not care for the writing of the articles. Very predictable and boring.,negative
My favorite magazine. I always read it cover to cover,positive
I LOVE THIS CREATIVE LIFE AS IT IS MAGAZINE !!!!!!!!!,positive
Will not resubscribe..,negative
Best book ever!,positive
Wasn't all that great to me. Filled with what seemed tons of ads more than something to keep my attention,negative
"It is impossible to cancel subscription, even for the deceased.",negative
I've renewed this magazine for my mom and she LOVES it!,positive
The best magazine ever. Lot of articles which I found every time very interesting....Full of beautiful photos..,positive
OPRAH! Must have every month.,positive
I love this magazine on line . It is very assessable on line anytime ready anywhere I am.,positive
crappy mag,negative
"Although the magazine received lots of coverage and advertisement, I don't think it lived up to all its pomp and circumstance. I lost interest in its content pretty quickly.",positive
Was the best magazine ever,negative
I did not want auto-renewal so I cancelled it.,negative
"Felt like it was mostly ads, sadly.",positive
This is a good magazine with lots of helpful information.,positive
The magazine's quality has declined in the last two years. Much of it is repetitive and predictable. No longer relevant.,positive
"DID not order this item ,please remove from my account. I do not want this or any other magazine from you.",positive
I like the content and is very easy to navigate through the electronic version.  I would recommend rides to anyone.,positive
This magazine is awesome. I love that it hits so many topics that effects women of all ages. Thanks for the variety,positive
I love the articles and products reviewed in this magazine. The fashions are super and subjects for articles are always great.,positive
There wasn't anything interesting to read in this magazine compared to other magazines.  I would not order another one this was my second try in reading this,negative
This is a wonderful magazine.  Purchasing from Amazon was the best!  I highly recommend it!  The articles are interesting and well written.,positive
"Now I know why I paid $5 for the subscription. There are more ads in it than stories. I love real life stories, not look at things I can't buy.",positive
Ordered in December.  I have yet to get a magazine.  I think I made a big mistake.  No answer as to why I have no magazine.,negative
i CANNOT TELL YOU HOW THIS MAGAZINE IS AS ALL i GOT WAS A LETTER THAT THEY WERE BACKED UP ON ORDERS AND WOULD RECIEVE IT LATER. THAT WAS MONTHS AGO.  WHAT HAPPENED.,negative
"It's Oprah! Besides it's always filled with lots of tips, food, clothing, jewerly, places to go and of course books!",positive
I have been a devoted Oprah Magazine subscriber for years.  I was very dissappointed to learn that I have to pay for the print and digital copy.,negative
"I have yet to see a copy of the magazine or any confirmation that a renewal has been made, so the jury is still out on this.  So far, not impressed.",negative
I renewed this magazine for a great price - couldn't ask for a better deal.  I have been getting this for years!,positive
So far every issue of O Magazine has been filled with alot of interesting articles and great advice.  I look forward to receiving it every month.,positive
"Never got one issue- tried to cancel my order and it has been 5 months- nobody writes back
They take your money and never send!",positive
"I ordered a gift subscription at the Amazon $5 rate, and 8 months later, not a single issue has been sent, and not one reply to any email requests for explanations or refunds.",negative
I have not even received the ordered item and it was ordered over a month ago.  Kinda tough to rate or get excited about it.,negative
This magazine has lot of good stories and tips. Easy layout to the magazine as well.,positive
"I, also, ordered this magazine from Amazon for one year but have not received any issues.  Seems to be a recurring theme.",negative
How can I review something I have not received?  If Amazon is not going to send me the magazine refund my money!  Should be no star.,negative
I still have not received my first issue and it's been 2 months since I placed the order.,positive
receiver of this gift has not received the gift and it's been more than 30days from ordering and paying for the gift by me.,negative
"Today is February 12, 2010.  I ordered this December 15, 2009.  Have never received the first copy--when can I wxpect it?",negative
"I would review this magazine if I received it!  It's been two months, and I have not yet seen one copy.",negative
Ordered this mid december and it is now February 3rd and I still have not recieved my magazine.,negative
I ordered my Oprah magazine subscription a month ago now. I still haven't recieved my first issue. Still waiting......,negative
I suppose it is ok.  I ordered it on Dec 15th and have not received it as of Jan 17.  I have paid for it so I guess it will show up soon.,positive
I was very happy to find such a great deal on one of my favorite magazines. I can't believe I have gotten two issues so soon.,positive
Absolutely the best price I've seen anywhere - $24 for 2 years ($12 for a year). Much more affordable than the magazine publisher offers!  ~ Jan,positive
"Now I know why Oprah has so much money! All the advertisements in her magazines! It is literally flooded, and it's hard to find the next article.",positive
I bought a subscription to 0 Magazine for my mom on Mother's Day. She really enjoys it,positive
"This item was ordered as a Mother's Day gift, and has not yet (as of 5/29) been received",negative
"The O magazine is great and Amazon offered a great deal.  Great articles, pictures and enjoyable to read.",positive
"I bought a subscription for my mom, and she loves it.  What more can I say?",positive
"I am sure this will be a great magazine, but I have not received my first issue yet.",negative
"This magazine is wonderful.

It gives me information on fashion, cooking, furniture, etc.

This is the best magazine that is perfect for any woman",positive
Always on point with the latest trends. I look forward to every issue!,positive
New Beauty mostly advertisement needs more research information.,positive
Products advertised are high end and not affordable to the majority.,negative
Never ordered this,negative
Both as a gift but I think it is over priced for all that is in it.,positive
Not what I had hoped it would be.  Did not renew....,negative
The quality of this publication has suffered greatly over the years.  I subscribed for years but would not recommend it to anyone now.,negative
This magazine does not meet our needs and do not wish to renew.  The magazine of the past was more suitable.,negative
Hubby's favorite magazine.  Getting it in the mail is way easier than having to go to Walmart (the only place that carried it) every week!,positive
"Not exactly what I expected. Actually not even close. A bunch of crappy ads for surplus military stuff, black guns, etc. I thought I was going to get some news about shotguns.",negative
I feel like Women's Health isn't a true health magazine anymore. It's more like a trashy Cosmo with more focus on losing weight...doesn't exactly inspire me to get to the gym.,positive
Can't get rid of them  worst than Facebook to cancelling.....,negative
Tasteless!!! As bad as a porn magazine. Now i cant have books on here for my kids. Just disgusting!!!!!!!,negative
Awesome!!,positive
too many insinuated swear words - I don't need that in a health / wellness magazine.  For example WTF is used often and other items - no thanks,positive
My niece ordered it off my Kinda never wanted it not impressed at all,negative
Format difficult to read.,negative
Articles lack real content,positive
I did not knowingly purchase this subscription. I do not want it. I don't take the time to read magazines. I have not read this and do not intend to.,negative
"I will be canceling my new subscription this was not what I was hoping it would be, thankfully I am still within the 30 day trial",negative
Great price for a great magazine. I have loved Men and Women's Health for as long as I can remember.,positive
I did not want to buy this it I s not what I like it's not what I look a t,negative
Why does Women's Health seem like nothing more than an ad for the latest trendy product or device month after month?,negative
I actually received a renew email concerning the subscription...out of 10 magazines purchased I only received 3.,negative
To much advertising. Not enough information. Will not renew.,positive
I do not wish to get this on a monthly basics. Please cancel.,positive
"Great magazine!  This is one of the best magazines for people living with diabetes.  Very informative, good recipes too!",positive
"WE HAVE BEEN PATIENTLY WAITING FOR THIS MAGAZINE, WE HAVE NOT RECEIVED IT YET! CAN YOU PLEASE SEND IT TO US.",negative
I got this for my 88 year old grandpa for Christmas!  He loves it and we love listening to his stories about the war!,positive
"I am sad it takes so long to send me my first issue-\

Sure it would be good if I was ever to get one?

Dave Tuman

New Bern , NC",negative
Great magazine with lots of information.,positive
Still waiting in the magazine to show up. Ordered two months ago and have only gotten an email about the online version on it.,negative
"I have not received anything from this magazine yet.  According to past reviews, they are very slow at starting the subscription and I guess thats correct.",negative
